
					I Sử Ký 1				|
Hê-be sanh được hai con trai: một con kêu tên là Bê-lét; bởi vì trong đời người đó đất đã chia ra; còn tên của người em là Giốc-tan.|希 伯 生 了 兩 個 兒 子 、 一 個 名 叫 法 勒 〔 法 勒 就 是 分 的 意 思 〕 因 為 那 時 人 就 分 地 居 住 ． 法 勒 的 兄 弟 名 叫 約 坍 。
Giốc-tan sanh A-mô-đát, Sê-lép, Ha-sa-ma-vết, Giê-rách,|約 坍 生 亞 摩 答 、 沙 列 、 哈 薩 瑪 非 、 耶 拉 、
Ha-đô-ram, U-xa, Điếc-la,|哈 多 蘭 、 烏 薩 、 德 拉 、
Ê-banh, A-bi-ma-ên, Sê-ba,|以 巴 錄 、 亞 比 瑪 利 、 示 巴 、
Ô-phia, Ha-vi-la, và Giô-báp. Hết thảy những người đó đều là con trai của Giốc-tan.|阿 斐 、 哈 腓 拉 、 約 巴 ． 這 都 是 約 坍 的 兒 子 。
Sem sanh A-bác-sát, A-bác-sát sanh Sê-lách,|閃 生 亞 法 撒 、 亞 法 撒 生 沙 拉 、
Sê-lách sanh Hê-be, Hê-be sanh Bê-léc, Bê-léc sanh Rê-hu,|沙 拉 生 希 伯 、 希 伯 生 法 勒 、 法 勒 生 拉 吳 、
Rê-hu sanh Sê-rúc, Sê-rúc sanh Na-cô, Na-cô sanh Tha-rê,|拉 吳 生 西 鹿 、 西 鹿 生 拿 鶴 、 拿 鶴 生 他 拉 、
Tha-rê sanh Ap-ram, cũng gọi là Ap-ra-ham.|他 拉 生 亞 伯 蘭 、 亞 伯 蘭 就 是 亞 伯 拉 罕 。
con trai của Ap-ra-ham là Y-sác và Ích-ma-ên.|亞 伯 拉 罕 的 兒 子 是 以 撒 、 以 實 瑪 利 。
Nầy là dòng dõi của chúng: Con cả của Ích-ma-ên là Nê-ba-giốt; kế đến Kê-đa, At-bê-ên, Mi-bô-sam,|以 實 瑪 利 的 兒 子 記 在 下 面 ． 以 實 瑪 利 的 長 子 是 尼 拜 約 、 其 次 是 基 達 、 押 德 別 、 米 比 衫 、
Mích-ma, Đu-ma, Ma-sa, Ha-đát, Thê-ma,|米 施 瑪 、 度 瑪 、 瑪 撒 、 哈 達 、 提 瑪 、
Giê-hu, Na-phích, và Kết-ma. Đó là các con trai của Ích-ma-ên.|伊 突 、 拿 非 施 、 基 底 瑪 。 這 都 是 以 實 瑪 利 的 兒 子 。
Kê-tu-ra, vợ nhỏ của Ap-ra-ham, sanh các con trai là Xim-ram, Giốc-san, Mê-đan, Ma-đi-an, Dích-bác, và Su-ách. Giốc-san sanh Sê-ba, và Đê-đan.|亞 伯 拉 罕 的 妾 基 土 拉 所 生 的 兒 子 、 就 是 心 蘭 、 約 珊 、 米 但 、 米 甸 、 伊 施 巴 、 書 亞 。 約 珊 的 兒 子 是 示 巴 、 底 但 。
con trai của Ma-đi-an là Ê-pha, Ê-phe, Ha-nóc, A-bi-đa, và En-đa. Những người ấy đều là con cháu của Kê-tu-ra.|米 甸 的 兒 子 是 以 法 、 以 弗 、 哈 諾 、 亞 比 大 、 以 勒 大 ． 這 都 是 基 土 拉 的 子 孫 。
Ap-ra-ham sanh ra Y-sác. Con trai của Y-sác là Ê-sau và Y-sơ-ra-ên.|亞 伯 拉 罕 生 以 撒 、 以 撒 的 兒 子 是 以 掃 、 和 以 色 列 。
con trai của Ê-sau là Ê-li-pha, Rê -u-ên, Giê-úc, Gia-lam, và Cô-ra.|以 掃 的 兒 子 是 以 利 法 、 流 珥 、 耶 烏 施 、 雅 蘭 、 可 拉 。
con trai của Ê-li-pha là Thê-man, Ô-ma, Xê-phi, Ga-tham, Kê-na, Thim-na, và A-ma-léc.|以 利 法 的 兒 子 是 提 幔 、 阿 抹 、 洗 玻 、 迦 坦 、 基 納 斯 、 亭 納 、 亞 瑪 力 。
con trai của Rê -u-ên là Na-hát, Xê-rách, Sam-ma, và Mích-xa.|流 珥 的 兒 子 是 拿 哈 、 謝 拉 、 沙 瑪 、 米 撒 。
con trai của Sê -i-rơ là Lô-than, Sô-banh, Xi-bê-ôn, A-na, Đi-sôn, Et-xe, và Đi-san.|西 珥 的 兒 子 是 羅 坍 、 朔 巴 、 祭 便 、 亞 拿 、 底 順 、 以 察 、 底 珊 。
con trai của Lô-than là Hô-ri và Hô-man; còn Thim-na là em gái Lô-than.|羅 坍 的 兒 子 是 何 利 、 荷 幔 ． 羅 坍 的 妹 子 是 亭 納 。
con trai của Sô-banh là A-li-an, Ma-na-hát, Ê-banh, Sê-phi, và Ô-nam. con trai của Xi-bê-ôn là Ai-gia và A-na.|朔 巴 的 兒 子 是 亞 勒 文 、 瑪 拿 轄 、 以 巴 錄 、 示 非 、 阿 南 。 祭 便 的 兒 子 是 亞 雅 、 亞 拿 。
con trai của A-na là Đi-sôn. con trai của Đi-sôn là Ham-ran, Ech-ban, Dít-ran, và Kê-ran.|亞 拿 的 兒 子 是 底 順 。 底 順 的 兒 子 是 哈 默 蘭 、 伊 是 班 、 益 蘭 、 基 蘭 。
con trai của Et-xe là Binh-han, Xa-van, và Gia -a-can. con trai của Đi-san là Ut-xơ, và A-ran.|以 察 的 兒 子 是 辟 罕 、 撒 番 、 亞 干 。 底 珊 的 兒 子 是 烏 斯 、 亞 蘭 。
Khi trước dân Y-sơ-ra-ên chưa có một vua cai trị, thì đây là danh các vua trị vì xứ Ê-đôm: Bê-la, con trai Bê-ô; tên bổn thành là Đin-ha-ba.|以 色 列 人 未 有 君 王 治 理 之 先 、 在 以 東 地 作 王 的 記 在 下 面 ． 有 比 珥 的 兒 子 比 拉 、 他 的 京 城 名 叫 亭 哈 巴 。
Vua Bê-la băng, Giô-báp, con trai Xê-rách, người Bốt-ra, kế vị.|比 拉 死 了 、 波 斯 拉 人 謝 拉 的 兒 子 約 巴 、 接 續 他 作 王 。
Vua Giô-háp băng, Hu-sam, người xứ Thê-man, kế vị.|約 巴 死 了 、 提 幔 地 的 人 戶 珊 、 接 續 他 作 王 。
Vua Hu-sam băng, Ha-đát, con trai Bê-đát, kế vị; chính vua nầy đánh được dân Ma-đi-an tại đồng Mô-áp; tên bổn thành là A-vít.|戶 珊 死 了 、 比 達 的 兒 子 哈 達 、 接 續 他 作 王 ． 這 哈 達 就 是 在 摩 押 地 殺 敗 米 甸 人 的 、 他 的 京 城 名 叫 亞 未 得 。
Vua Ha-đát băng, Sam-la người Ma-rê-ca, kế vị.|哈 達 死 了 、 瑪 士 利 加 人 桑 拉 、 接 續 他 作 王 。
Vua Sam-la băng, Sau-lơ, người Rê-hô-bốt ở trên bờ sông, kế vị.|桑 拉 死 了 、 大 河 邊 的 利 河 伯 人 掃 羅 接 續 他 作 王 。
Vua Sau-lơ băng, Ba-anh-Ha-nan, con trai Ac-bồ, kế vị.|掃 羅 死 了 、 亞 革 波 的 兒 子 巴 勒 哈 南 、 接 續 他 作 王 。
Vua Ba-anh-Ha-nan băng, Ha-đát kế vị; tên bổn thành là Pha -i; còn vợ người tên là Mê-hê-ta-bê-ên, con gái của Mát-rết, cháu ngoại Mê-xa-háp.|巴 勒 哈 南 死 了 、 哈 達 接 續 他 作 王 ． 他 的 京 城 名 叫 巴 伊 、 他 的 妻 子 名 叫 米 希 他 別 、 是 米 薩 合 的 孫 女 、 瑪 特 列 的 女 兒 。
Vua Ha-đát băng. Các trưởng tộc xứ Ê-đôm là: trưởng tộc Thim-na, trưởng tộc A-li -a; trưởng tộc Giê-tết,|哈 達 死 了 、 以 東 人 的 族 長 有 亭 納 族 長 、 亞 勒 瓦 族 長 、 耶 帖 族 長 、
trưởng tộc Ô-hô-li-ba-ma, trưởng tộc Ê-la, trưởng tộc Phi-nôn,|亞 何 利 巴 瑪 族 長 、 以 拉 族 長 、 比 嫩 族 長 、
trưởng tộc Kê-na, trưởng tộc Thê-man, trưởng tộc Mép-xa,|基 納 斯 族 長 、 提 幔 族 長 、 米 比 薩 族 長 、
trưởng tộc Mác-đi-ên, và trưởng tộc Y-ram. Đó là các trưởng tộc của Ê-đôm.|瑪 基 疊 族 長 、 以 蘭 族 長 。 這 都 是 以 東 人 的 族 長 。

					I Sử Ký 2				|
						歷代志上 2					
Con trai của Y-sơ-ra-ên là Ru-bên, Si-mê-ôn, Lê-vi, Giu-đa, Y-sa-ca, Sa-bu-lôn,|以 色 列 的 兒 子 是 流 便 、 西 緬 、 利 未 、 猶 大 、 以 薩 迦 、 西 布 倫 、
Đan, Giô-sép, Bên-gia-min, Nép-ta-li, Gát, và A-se.|但 、 約 瑟 、 便 雅 憫 、 拿 弗 他 利 、 迦 得 、 亞 設 。
Con trai của Giu-đa là Ê-rơ, Ô-nan, và Sê-la. Ba người nầy Giu-đa sanh ra bởi con gái Su -a, người Ca-na-an. Ê-rơ, con cả của Giu-đa, làm sự dữ trước mặt Đức Giê-hô-va, nên Ngài giết nó đi.|猶 大 的 兒 子 是 珥 、 俄 南 、 示 拉 、 這 三 人 是 迦 南 人 書 亞 女 兒 所 生 的 。 猶 大 的 長 子 珥 在 耶 和 華 眼 中 看 為 惡 、 耶 和 華 就 使 他 死 了 。
Ta-ma, là dâu của Giu-đa, sanh cho người Phê-rết và Xê-rách. Tổng cộng các con của Giu-đa được năm người.|猶 大 的 兒 婦 他 瑪 、 給 猶 大 生 法 勒 斯 、 和 謝 拉 ． 猶 大 共 有 五 個 兒 子 。
Con trai của Phê-rết là Hết-rôn và Ha-mun.|法 勒 斯 的 兒 子 是 希 斯 崙 、 哈 母 勒 。
Con trai của Xê-rách là Xim-ri, Ê-than, Hê-man, Canh-côn, và Đa-ra, cộng là năm người.|謝 拉 的 兒 子 是 心 利 、 以 探 、 希 幔 、 甲 各 、 大 拉 〔 大 拉 即 達 大 〕 共 五 人 。
Con trai của Cạt-mi là A-ca, tức kẻ làm rối loạn trong Y-sơ-ra-ên, phạm đến vật nghiêm cấm.|迦 米 的 兒 子 是 亞 干 、 這 亞 干 在 當 滅 的 物 上 犯 了 罪 、 連 累 了 以 色 列 人 。
Con trai của Ê-than là A-xa-ria.|以 探 的 兒 子 是 亞 撒 利 雅 。
Con trai Hết-rôn sanh ra là Giê-rác-mê-en, Ram, và Kê-lu-bai.|希 斯 崙 所 生 的 兒 子 是 耶 拉 篾 、 蘭 、 基 路 拜 。
Ram sanh ra A-mi-na-đáp, A-mi-na-đáp sanh Na-ha-sôn, làm quan trưởng của người Giu-đa.|蘭 生 亞 米 拿 達 、 亞 米 拿 達 生 拿 順 、 拿 順 作 猶 大 人 的 首 領 。
Na-ha-sôn sanh Sanh-ma,|拿 順 生 撒 門 、 撒 門 生 波 阿 斯 、
Sanh-ma sanh Bô-ô, Bô-ô sanh Ô-bết, Ô-bết sanh Y-sai.|波 阿 斯 生 俄 備 得 、 俄 備 得 生 耶 西 、
Y-sai sanh con đầu lòng là Ê-li-áp, con thứ nhì là A-bi-na-đáp, thứ ba là Si-mê -a,|耶 西 生 長 子 以 利 押 、 次 子 亞 比 拿 達 、 三 子 示 米 亞 、 〔 示 米 亞 即 沙 瑪 見 撒 母 耳 上 十 六 章 九 節 〕
thứ tư là Na-tha-na-ên, thứ năm là Ra-đai,|四 子 拿 坦 業 、 五 子 拉 代 、
thứ sáu là Ô-xem, thứ bảy là Đa-vít.|六 子 阿 鮮 、 七 子 大 衛 。
Còn Xê-ru-gia và A-bi-ga-in là chị em của những người ấy. Xê-ru-gia có ba con là A-bi-sai, Giô-áp, và A-xa-ên.|他 們 的 姐 妹 是 洗 魯 雅 、 和 亞 比 該 。 洗 魯 雅 的 兒 子 是 亞 比 篩 、 約 押 、 亞 撒 黑 、 共 三 人 。
A-bi-ga-in sanh A-ma-sa; cha của A-ma-sa là Giê-the, người Ích-ma-ên.|亞 比 該 生 亞 瑪 撒 、 亞 瑪 撒 的 父 親 是 以 實 瑪 利 人 益 帖 。
Ca-lép, con của Hết-rôn, lấy vợ, là A-xu-ba, với Giê-ri-ốt, rồi sanh con là Giê-se, Sô-báp, và At-đôn.|希 斯 崙 的 兒 子 迦 勒 娶 阿 蘇 巴 、 和 耶 略 為 妻 、 阿 蘇 巴 的 兒 子 是 耶 設 、 朔 罷 、 押 墩 。
A-xu-ba qua đời, thì Ca-lép lấy Ê-phơ-rát; nàng sanh Hu-rơ cho người.|阿 蘇 巴 死 了 、 迦 勒 又 娶 以 法 他 、 生 了 戶 珥 。
Hu-rơ sanh U-ri, U-ri sanh ra Bết-sa-lê-ên.|戶 珥 生 烏 利 、 烏 利 生 比 撒 列 。
Sau khi ấy, Hết-rôn đã được sáu mươi tuổi, bèn cưới con gái của Ma-ki, là cha của Ga-la-át, mà làm vợ; người năm cùng nàng, nàng sanh được Sê-gúp.|希 斯 崙 正 六 十 歲 娶 了 基 列 父 親 瑪 吉 的 女 兒 、 與 他 同 房 、 瑪 吉 的 女 兒 生 了 西 割 、
Sê-gúp sanh Giai-rơ, người nầy được hai mươi ba thành trong xứ Ga-la-át.|西 割 生 睚 珥 ． 睚 珥 在 基 列 地 有 二 十 三 個 城 邑 。
Dân Ghe-su-rơ và dân Sy-ri chiếm lấy những thành Giai-rơ và Kê-nát, luôn với các hương thôn của địa hạt nó, cộng là sáu mươi thành. Những người ấy đều là con cháu Ma-ki, cha Ga-la-át.|後 來 基 述 人 和 亞 蘭 人 、 奪 了 睚 珥 的 城 邑 、 並 基 納 和 其 鄉 村 、 共 六 十 個 ． 這 都 是 基 列 父 親 瑪 吉 之 子 的 。
Sau khi Hết-rôn qua đời tại Ca-lép Ep-ra-tha rồi, thì vợ người là A-bi-gia, sanh cho người A-su-rơ, là cha của Thê-cô -a.|希 斯 崙 在 迦 勒 以 法 他 死 後 、 他 的 妻 亞 比 雅 給 他 生 了 亞 施 戶 、 亞 施 戶 是 提 哥 亞 的 父 親 。
Giê-rác-mê-ên, con trưởng nam của Hết-rôn, sanh Ram, là con đầu lòng, kế đến Bu-na, Ô-ren, Ô-xem, và A-hi-gia.|希 斯 崙 的 長 子 耶 拉 篾 生 長 子 蘭 、 又 生 布 拿 、 阿 連 、 阿 鮮 、 亞 希 雅 。
Giê-rác-mê-ên lại lấy vợ khác, tên là A-ta-ra, mẹ của Ô-nam.|耶 拉 篾 又 娶 一 妻 名 叫 亞 他 拉 、 是 阿 南 的 母 親 。
Con trai của Ram, con trưởng nam của Giê-rác-mê-ên, là Ma-ách, Gia-min, và Ê-ke.|耶 拉 篾 長 子 蘭 的 兒 子 是 瑪 斯 、 雅 憫 、 以 結 。
Con trai của Ô-nam là Sa-mai và Gia-đa. Con trai của Sa-mai, là Na-đáp và A-bi-su.|阿 南 的 兒 子 是 沙 買 、 雅 大 。 沙 買 的 兒 子 是 拿 答 、 亞 比 述 。
Tên vợ của A-bi-su là A-bi-hai; nàng sanh cho người Ac-ban và Mô-lít.|亞 比 述 的 妻 名 叫 亞 比 孩 、 亞 比 孩 給 他 生 了 亞 辦 、 和 摩 利 。
Con trai của Na-đáp là Sê-le và Ap-ba-im. Nhưng Sê-le qua đời, không có con.|拿 答 的 兒 子 是 西 列 、 亞 遍 ． 西 列 死 了 沒 有 兒 子 。
Con trai của Ap-ba-im là Di-si. Con trai của Di-si là Sê-san. Con trai của Sê-san là Ac-lai.|亞 遍 的 兒 子 是 以 示 、 以 示 的 兒 子 是 示 珊 、 示 珊 的 兒 子 是 亞 來 。
Con trai của Gia-đa, em Sa-mai, là Giê-the và Giô-na-than; Giê-the qua đời, không có con.|沙 買 兄 弟 雅 大 的 兒 子 是 益 帖 、 約 拿 單 ． 益 帖 死 了 沒 有 兒 子 。
Con trai của Giô-na-than là Phê-lết và Xa-xa. Ay là con cháu Giê-rác-mê-ên.|約 拿 單 的 兒 子 是 比 勒 、 撒 薩 ． 這 都 是 撒 拉 篾 的 子 孫 。
Vả, Sê-san không con trai, song có con gái; cũng có một đứa tôi tớ Ê-díp-tô, lên là Gia-ra.|示 珊 沒 有 兒 子 、 只 有 女 兒 。 示 珊 有 一 個 僕 人 名 叫 耶 哈 、 是 埃 及 人 。
Sê-san gả con gái mình cho nó; nàng sanh At-tai cho người.|示 珊 將 女 兒 給 了 僕 人 耶 哈 為 妻 、 給 他 生 了 亞 太 。
At-tai sanh Na-than, Na-than sanh Xa-bát,|亞 太 生 拿 單 、 拿 單 、 生 撒 拔 、
Xa-bát sanh Ep-la, Ep-la sanh Ô-bết,|撒 拔 生 以 弗 拉 、 以 弗 拉 生 俄 備 得 、
Ô-bết sanh Giê-hu, Giê-hu sanh A-xa-ria,|俄 備 得 生 耶 戶 、 耶 戶 生 亞 撒 利 雅 、
A-xa-ria sanh Hê-lết, Hê-lết sanh Ê-la-xa,|亞 撒 利 雅 生 希 利 斯 、 希 利 斯 生 以 利 亞 薩 、
Ê-la-xa sanh Sít-mai, Sít-mai sanh Sa-lum,|以 利 亞 薩 生 西 斯 買 、 西 斯 買 生 沙 龍 、
Sa-lum sanh Giê-ca-mia, Giê-ca-mia sanh Ê-li-sa-ma.|沙 龍 生 耶 加 米 雅 、 耶 加 米 雅 生 以 利 沙 瑪 。
Con trai Ca-lép, là em của Giê-rác-mê-ên, là con cả của Mê-sa, tức tổ phụ của Xíp, và những con trai của Ma-rê-sa, là tổ phụ của Hếp-rôn.|耶 拉 篾 兄 弟 迦 勒 的 長 子 米 沙 、 是 西 弗 之 祖 瑪 利 沙 的 兒 子 、 是 希 伯 崙 之 祖 。
Con trai của Hếp-rôn là Cô-ra, Táp-bua, Rê-kem, và Sê-ma.|希 伯 崙 的 兒 子 是 可 拉 、 他 普 亞 、 利 肯 、 示 瑪 。
Sê-ma sanh Ra-cham, là tổ phụ của Giô-kê-am; còn Rê-kem sanh Sa-mai.|示 瑪 生 拉 含 、 是 約 干 之 祖 ． 利 肯 生 沙 買 。
Con trai của Sa-mai là Ma-ôn; và Ma-ôn là tổ phụ của Bết-sua.|沙 買 的 兒 子 是 瑪 雲 、 瑪 雲 是 伯 夙 之 祖 。
Ê-pha, là hầu của Ca-lép, anh Ha-ran, Một-sa, và Ga-xe; Ha-ran sanh Ga-xe.|迦 勒 的 妾 以 法 生 哈 蘭 、 摩 撒 、 迦 謝 ． 哈 蘭 生 迦 卸 。
Con trai của Gia-đai là Rê-ghem, Giô-than, Ghê-san, Phê-lết, Ê-pha, và Sa-áp.|雅 代 的 兒 子 是 利 健 、 約 坦 、 基 珊 、 毘 力 、 以 法 、 沙 亞 弗 。
Hầu của Ca-lép, là Ma -a-ca, sanh Sê-be và Ti-ra-na.|迦 勒 的 妾 瑪 迦 生 示 別 、 特 哈 拿 ．
Nàng cũng sanh Sa-áp, là tổ phụ của Mát-ma-na, Sê-va, tổ phụ của Mác-bê-na, và tổ phụ của Ghi-bê -a. Con gái Ca-lép là Ac-sa.|又 生 麥 瑪 拿 之 祖 沙 亞 弗 、 抹 比 拿 和 基 比 亞 之 祖 示 法 ． 迦 勒 的 女 兒 是 押 撒 。
Đây là những con cháu của Ca-lép: Sô-banh, con trai của Hu-rơ, là con trưởng nam của Ep-ra-ta, và tổ phụ của Ki-ri-át-Giê -a-rim;|迦 勒 的 子 孫 就 是 以 法 他 的 長 子 戶 珥 的 兒 子 、 記 在 下 面 ． 基 列 耶 琳 之 祖 朔 巴 、
Sanh-ma tổ phụ của Bết-lê-hem; Ha-rép tổ phụ của Bết-ga-đe.|伯 利 恆 之 祖 薩 瑪 、 伯 迦 得 之 祖 哈 勒 。
Sô-banh, tổ phụ của Ki-ri-át-Giê -a-rim có con trai; người sanh Ha-rô-ê và nửa phần dân Mê-nu-hốt.|基 列 耶 琳 之 祖 朔 巴 的 子 孫 是 哈 羅 以 、 和 一 半 米 努 哈 人 。 〔 米 努 哈 人 即 瑪 拿 哈 人 〕
Các dòng của Ki-ri-át-Giê -a-rim là Dít-rít, Phu-tít, Su-ma-tít, và Mích-ra-ít; cũng bởi những dòng ấy mà có dân Xô-ra-tít và dân Ech-tao-lít.|基 列 耶 琳 的 諸 族 是 以 帖 人 、 布 特 人 、 舒 瑪 人 、 密 來 人 ． 又 從 這 些 族 中 生 出 瑣 拉 人 、 和 以 實 陶 人 來 。
Con cháu của Sanh-ma là Bết-lê-hem, người Nê-tô-pha-tít, người At-rốt-Bết-Giô-áp, nửa phần dân Ma-na-ha-tít, và người Xô-rít.|薩 瑪 的 子 孫 是 伯 利 恆 人 、 尼 陀 法 人 、 亞 他 綠 伯 約 押 人 、 一 半 瑪 拿 哈 人 、 瑣 利 人 、
Lại các họ hàng của những thầy thông giáo ở Gia-bết là họ Ti-ra-tít, họ Si-ma-tít, và họ Su-ca-tít. Ay là dân Kê-nít, sanh ra bởi Ha-mát, tổ tiên của nhà Rê-cáp.|和 住 雅 比 斯 眾 文 士 家 的 特 拉 人 、 示 米 押 人 、 蘇 甲 人 ． 這 都 是 基 尼 人 利 甲 家 之 祖 哈 末 所 生 的 。

					I Sử Ký 3				|
						歷代志上 3					
Nầy là những con trai Đa-vít sanh tại Hếp-rôn: con trưởng nam là Am-nôn bởi A-hi-nô-am, người Gít-rê-ên; con thứ nhì là Đa-ni-ên bởi A-bi-ga-in, người Cạt-mên;|大 衛 在 希 伯 崙 所 生 的 兒 子 記 在 下 面 ． 長 子 暗 嫩 是 耶 斯 列 人 亞 希 暖 生 的 、 次 子 但 以 利 、 是 迦 密 人 亞 比 該 生 的 、
thứ ba, Ap-sa-lôm, con trai của Ma -a-ca, con gái của Tanh-mai, vua đất Ghê-su-rơ; thứ tư, A-đô-ni-gia, con trai của Ha-ghít;|三 子 押 沙 龍 是 基 述 王 達 買 的 女 兒 瑪 迦 生 的 。 四 子 亞 多 尼 雅 是 哈 及 生 的 、
thứ năm, Sê-pha-ti -a, con trai của A-bi-tanh; thứ sáu, Dít-rê-am, con của Ec-la, vợ Đa-vít.|五 子 示 法 提 雅 、 是 亞 比 他 生 的 、 六 子 以 特 念 、 是 大 衛 的 妻 以 格 拉 生 的 。
Sáu con trai nầy sanh tại Hếp-rôn; ở đó Đa-vít trị vì bảy năm sáu tháng; còn tại Giê-ru-sa-lem, Đa-vít trị vì ba mươi ba năm.|這 六 人 都 是 大 衛 在 希 伯 崙 生 的 ． 大 衛 在 希 伯 崙 作 王 七 年 零 六 個 月 、 在 耶 路 撒 冷 作 王 三 十 三 年 。
Đây là những con trai Đa-vít sanh tại Giê-ru-sa-lem: Si-mê -a, Sô-báp, Na-than, và Sa-lô-môn, cộng được bốn người, đều là con của Bát-sua, con gái của A-mi-ên.|大 衛 在 耶 路 撒 冷 所 生 的 兒 子 是 示 米 亞 、 朔 罷 、 拿 單 、 所 羅 門 ． 這 四 人 是 亞 米 利 的 女 兒 拔 書 亞 生 的 。
Lại có Gi-ba, E-li-sa-ma, Ê-li-phê-lết,|還 有 益 轄 、 以 利 沙 瑪 、 以 利 法 列 、
Nô-ga, Nê-phết, Gia-phia,|挪 迦 、 尼 斐 、 雅 非 亞 、
Ê-li-sa-ma, Ê-li-gia-đa, và Ê-li-phê-lết, cộng được chín người.|以 利 沙 瑪 、 以 利 雅 大 、 以 利 法 列 、 共 九 人 。
Ay là những con trai của Đa-vít, chẳng kể các con trai của những cung phi; và Ta-ma là chị em của chúng.|這 都 是 大 衛 的 兒 子 、 還 有 他 們 的 妹 子 他 瑪 、 妃 嬪 的 兒 子 不 在 其 內 。
Con trai Sa-lô-môn là Rô-bô-am, con trai Rô-bô-am là A-bi-gia, con trai A-bi-gia là A-sa, con trai A-sa là Giô-sa-phát,|所 羅 門 的 兒 子 是 羅 波 安 、 羅 波 安 的 兒 子 是 亞 比 雅 、 亞 比 雅 的 兒 子 是 亞 撒 、 亞 撒 的 兒 子 是 約 沙 法 、
con trai Giô-sa-phát là Giô-ram, con trai Giô-ram là A-cha-xia, con trai A-cha-xia là Giô-ách;|約 沙 法 的 兒 子 是 約 蘭 、 約 蘭 的 兒 子 是 亞 哈 謝 、 亞 哈 謝 的 兒 子 是 約 阿 施 、
con trai Giô-ách là A-ma-xia, con trai A-ma-xia là A-xa-ria, con trai A-xa-ria là Giô-tham,|約 阿 施 的 兒 子 是 亞 瑪 謝 、 亞 瑪 謝 的 兒 子 是 亞 撒 利 雅 、 亞 撒 利 雅 的 兒 子 是 約 坦 、
