
					I Chronicles 1				|
The sons of Reuel: Nahath, Zerah, Shammah and Mizzah.|con trai của Rê -u-ên là Na-hát, Xê-rách, Sam-ma, và Mích-xa.
And the sons of Seir: Lotan and Shobal and Zibeon and Anah and Dishon and Ezer and Dishan.|con trai của Sê -i-rơ là Lô-than, Sô-banh, Xi-bê-ôn, A-na, Đi-sôn, Et-xe, và Đi-san.
And the sons of Lotan: Hori and Homam; and Timna was Lotan's sister.|con trai của Lô-than là Hô-ri và Hô-man; còn Thim-na là em gái Lô-than.
The sons of Shobal: Alian and Manahath and Ebal, Shephi and Onam. And the sons of Zibeon: Aiah and Anah.|con trai của Sô-banh là A-li-an, Ma-na-hát, Ê-banh, Sê-phi, và Ô-nam. con trai của Xi-bê-ôn là Ai-gia và A-na.
The sons of Anah: Dishon. And the sons of Dishon: Hamran and Eshban and Ithran and Cheran.|con trai của A-na là Đi-sôn. con trai của Đi-sôn là Ham-ran, Ech-ban, Dít-ran, và Kê-ran.
The sons of Ezer: Bilhan and Zaavan, Jaakan. The sons of Dishan: Uz and Aran.|con trai của Et-xe là Binh-han, Xa-van, và Gia -a-can. con trai của Đi-san là Ut-xơ, và A-ran.
Now these are the kings who were ruling in the land of Edom, before there was any king over Israel: Bela, the son of Beor; his town was named Dinhabah.|Khi trước dân Y-sơ-ra-ên chưa có một vua cai trị, thì đây là danh các vua trị vì xứ Ê-đôm: Bê-la, con trai Bê-ô; tên bổn thành là Đin-ha-ba.
At his death, Jobab, the son of Zerah of Bozrah, became king in his place.|Vua Bê-la băng, Giô-báp, con trai Xê-rách, người Bốt-ra, kế vị.
At the death of Jobab, Husham, from the land of the Temanites, became king in his place.|Vua Giô-háp băng, Hu-sam, người xứ Thê-man, kế vị.
And at the death of Husham, Hadad, the son of Bedad, who overcame Midian in the field of Moab, became king; his town was named Avith.|Vua Hu-sam băng, Ha-đát, con trai Bê-đát, kế vị; chính vua nầy đánh được dân Ma-đi-an tại đồng Mô-áp; tên bổn thành là A-vít.
And at the death of Hadad, Samlah of Masrekah became king in his place.|Vua Ha-đát băng, Sam-la người Ma-rê-ca, kế vị.
And at the death of Samlah, Shaul of Rehoboth by the river became king in his place,|Vua Sam-la băng, Sau-lơ, người Rê-hô-bốt ở trên bờ sông, kế vị.
And at the death of Shaul, Baal-hanan, the son of Achbor, became king in his place.|Vua Sau-lơ băng, Ba-anh-Ha-nan, con trai Ac-bồ, kế vị.
And at the death of Baal-hanan, Hadad became king in his place; his town was named Pai, and his wife's name was Mehetabel, the daughter of Matred, the daughter of Me-zahab.|Vua Ba-anh-Ha-nan băng, Ha-đát kế vị; tên bổn thành là Pha -i; còn vợ người tên là Mê-hê-ta-bê-ên, con gái của Mát-rết, cháu ngoại Mê-xa-háp.
And Hadad came to his end. Now the chiefs of Edom were: the chief of Timna, the chief of Aliah, the chief of Jetheth,|Vua Ha-đát băng. Các trưởng tộc xứ Ê-đôm là: trưởng tộc Thim-na, trưởng tộc A-li -a; trưởng tộc Giê-tết,
The chief of Oholibamah, the chief of Elah, the chief of Pinon,|trưởng tộc Ô-hô-li-ba-ma, trưởng tộc Ê-la, trưởng tộc Phi-nôn,
The chief of Kenaz, the chief of Teman, the chief of Mibzar,|trưởng tộc Kê-na, trưởng tộc Thê-man, trưởng tộc Mép-xa,
The chief of Magdiel, the chief of Iram. These are the chiefs of Edom.|trưởng tộc Mác-đi-ên, và trưởng tộc Y-ram. Đó là các trưởng tộc của Ê-đôm.

					I Chronicles 2				|
						I Sử Ký 2					
These are the sons of Israel: Reuben, Simeon, Levi and Judah, Issachar and Zebulun;|Con trai của Y-sơ-ra-ên là Ru-bên, Si-mê-ôn, Lê-vi, Giu-đa, Y-sa-ca, Sa-bu-lôn,
Dan, Joseph and Benjamin, Naphtali, Gad and Asher.|Đan, Giô-sép, Bên-gia-min, Nép-ta-li, Gát, và A-se.
The sons of Judah: Er and Onan and Shelah; these three were his sons by Bathshua, the Canaanite woman. And Er, Judah's oldest son, did evil in the eyes of the Lord; and he put him to death.|Con trai của Giu-đa là Ê-rơ, Ô-nan, và Sê-la. Ba người nầy Giu-đa sanh ra bởi con gái Su -a, người Ca-na-an. Ê-rơ, con cả của Giu-đa, làm sự dữ trước mặt Đức Giê-hô-va, nên Ngài giết nó đi.
And Tamar, his daughter-in-law, had Perez and Zerah by him. All the sons of Judah were five.|Ta-ma, là dâu của Giu-đa, sanh cho người Phê-rết và Xê-rách. Tổng cộng các con của Giu-đa được năm người.
The sons of Perez: Hezron and Hamul.|Con trai của Phê-rết là Hết-rôn và Ha-mun.
And the sons of Zerah: Zimri and Ethan and Heman and Calcol and Dara; five of them.|Con trai của Xê-rách là Xim-ri, Ê-than, Hê-man, Canh-côn, và Đa-ra, cộng là năm người.
And the sons of Carmi: Achan, the troubler of Israel, who did wrong about the cursed thing.|Con trai của Cạt-mi là A-ca, tức kẻ làm rối loạn trong Y-sơ-ra-ên, phạm đến vật nghiêm cấm.
And the son of Ethan: Azariah.|Con trai của Ê-than là A-xa-ria.
And the sons of Hezron, the offspring of his body: Jerahmeel and Ram and Chelubai.|Con trai Hết-rôn sanh ra là Giê-rác-mê-en, Ram, và Kê-lu-bai.
And Ram was the father of Amminadab; and Amminadab was the father of Nahshon, chief of the children of Judah;|Ram sanh ra A-mi-na-đáp, A-mi-na-đáp sanh Na-ha-sôn, làm quan trưởng của người Giu-đa.
And Nahshon was the father of Salma, and Salma was the father of Boaz,|Na-ha-sôn sanh Sanh-ma,
And Boaz was the father of Obed, and Obed was the father of Jesse,|Sanh-ma sanh Bô-ô, Bô-ô sanh Ô-bết, Ô-bết sanh Y-sai.
And Jesse was the father of Eliab, his oldest son, and Abinadab, the second, and Shimea, the third,|Y-sai sanh con đầu lòng là Ê-li-áp, con thứ nhì là A-bi-na-đáp, thứ ba là Si-mê -a,
Nethanel, the fourth, Raddai, the fifth,|thứ tư là Na-tha-na-ên, thứ năm là Ra-đai,
Ozem, the sixth, David, the seventh;|thứ sáu là Ô-xem, thứ bảy là Đa-vít.
And their sisters were Zeruiah and Abigail. And Zeruiah had three sons: Abishai and Joab and Asahel.|Còn Xê-ru-gia và A-bi-ga-in là chị em của những người ấy. Xê-ru-gia có ba con là A-bi-sai, Giô-áp, và A-xa-ên.
And Abigail was the mother of Amasa; and the father of Amasa was Jether the Ishmaelite.|A-bi-ga-in sanh A-ma-sa; cha của A-ma-sa là Giê-the, người Ích-ma-ên.
And Caleb, the son of Hezron, had children by Azubah his wife, the daughter of Jerioth; and these were her sons: Jesher and Shobab and Ardon.|Ca-lép, con của Hết-rôn, lấy vợ, là A-xu-ba, với Giê-ri-ốt, rồi sanh con là Giê-se, Sô-báp, và At-đôn.
And after the death of Azubah, Caleb took as his wife Ephrath, who was the mother of Hur.|A-xu-ba qua đời, thì Ca-lép lấy Ê-phơ-rát; nàng sanh Hu-rơ cho người.
And Hur was the father of Uri; and Uri was the father of Bezalel.|Hu-rơ sanh U-ri, U-ri sanh ra Bết-sa-lê-ên.
And after that, Hezron had connection with the daughter of Machir, the father of Gilead, whom he took as his wife when he was sixty years old; and she had Segub by him.|Sau khi ấy, Hết-rôn đã được sáu mươi tuổi, bèn cưới con gái của Ma-ki, là cha của Ga-la-át, mà làm vợ; người năm cùng nàng, nàng sanh được Sê-gúp.
And Segub was the father of Jair, who had twenty-three towns in the land of Gilead.|Sê-gúp sanh Giai-rơ, người nầy được hai mươi ba thành trong xứ Ga-la-át.
And Geshur and Aram took the tent-towns of Jair from them, with Kenath and the small places round it, even sixty towns. All these were the sons of Machir, the father of Gilead.|Dân Ghe-su-rơ và dân Sy-ri chiếm lấy những thành Giai-rơ và Kê-nát, luôn với các hương thôn của địa hạt nó, cộng là sáu mươi thành. Những người ấy đều là con cháu Ma-ki, cha Ga-la-át.
And after the death of Hezron, Caleb had connection with Ephrath, his father Hezron's wife, and she gave birth to his son Asshur, the father of Tekoa.|Sau khi Hết-rôn qua đời tại Ca-lép Ep-ra-tha rồi, thì vợ người là A-bi-gia, sanh cho người A-su-rơ, là cha của Thê-cô -a.
And the sons of Jerahmeel, the oldest son of Hezron, were Ram, the oldest, and Bunah and Oren and Ozem and Ahijah.|Giê-rác-mê-ên, con trưởng nam của Hết-rôn, sanh Ram, là con đầu lòng, kế đến Bu-na, Ô-ren, Ô-xem, và A-hi-gia.
And Jerahmeel had another wife, whose name was Atarah: she was the mother of Onam.|Giê-rác-mê-ên lại lấy vợ khác, tên là A-ta-ra, mẹ của Ô-nam.
And the sons of Ram, the oldest son of Jerahmeel, were Maaz and Jamin and Eker.|Con trai của Ram, con trưởng nam của Giê-rác-mê-ên, là Ma-ách, Gia-min, và Ê-ke.
And the sons of Onam were Shammai and Jada; and the sons of Shammai: Nadab and Abishur.|Con trai của Ô-nam là Sa-mai và Gia-đa. Con trai của Sa-mai, là Na-đáp và A-bi-su.
And the name of Abishur's wife was Abihail; and she had Ahban and Molid by him.|Tên vợ của A-bi-su là A-bi-hai; nàng sanh cho người Ac-ban và Mô-lít.
And the sons of Nadab: Seled and Appaim; but Seled came to his end without sons.|Con trai của Na-đáp là Sê-le và Ap-ba-im. Nhưng Sê-le qua đời, không có con.
And the sons of Appaim: Ishi. And the sons of Ishi: Sheshan. And the sons of Sheshan: Ahlai.|Con trai của Ap-ba-im là Di-si. Con trai của Di-si là Sê-san. Con trai của Sê-san là Ac-lai.
And the sons of Jada, the brother of Shammai: Jether and Jonathan; and Jether came to his end without sons.|Con trai của Gia-đa, em Sa-mai, là Giê-the và Giô-na-than; Giê-the qua đời, không có con.
And the sons of Jonathan: Peleth and Zaza. These were the sons of Jerahmeel.|Con trai của Giô-na-than là Phê-lết và Xa-xa. Ay là con cháu Giê-rác-mê-ên.
Now Sheshan had no sons, but only daughters. And Sheshan had an Egyptian servant, whose name was Jarha.|Vả, Sê-san không con trai, song có con gái; cũng có một đứa tôi tớ Ê-díp-tô, lên là Gia-ra.
And Sheshan gave his daughter to Jarha, his servant, as a wife; and she had Attai by him.|Sê-san gả con gái mình cho nó; nàng sanh At-tai cho người.
And Attai was the father of Nathan, and Nathan was the father of Zabad,|At-tai sanh Na-than, Na-than sanh Xa-bát,
And Zabad was the father of Ephlal, and Ephlal was the father of Obed,|Xa-bát sanh Ep-la, Ep-la sanh Ô-bết,
And Obed was the father of Jehu, and Jehu was the father of Azariah,|Ô-bết sanh Giê-hu, Giê-hu sanh A-xa-ria,
And Azariah was the father of Helez, and Helez was the father of Eleasah,|A-xa-ria sanh Hê-lết, Hê-lết sanh Ê-la-xa,
And Eleasah was the father of Sismai, and Sismai was the father of Shallum,|Ê-la-xa sanh Sít-mai, Sít-mai sanh Sa-lum,
And Shallum was the father of Jekamiah, and Jekamiah was the father of Elishama.|Sa-lum sanh Giê-ca-mia, Giê-ca-mia sanh Ê-li-sa-ma.
And the sons of Caleb, the brother of Jerahmeel, were Mareshah, his oldest son, who was the father of Ziph and Hebron.|Con trai Ca-lép, là em của Giê-rác-mê-ên, là con cả của Mê-sa, tức tổ phụ của Xíp, và những con trai của Ma-rê-sa, là tổ phụ của Hếp-rôn.
And the sons of Hebron: Korah and Tappuah and Rekem and Shema.|Con trai của Hếp-rôn là Cô-ra, Táp-bua, Rê-kem, và Sê-ma.
And Shema was the father of Raham, the father of Jorkeam, and Rekem was the father of Shammai.|Sê-ma sanh Ra-cham, là tổ phụ của Giô-kê-am; còn Rê-kem sanh Sa-mai.
And the son of Shammai was Maon; and Maon was the father of Beth-zur.|Con trai của Sa-mai là Ma-ôn; và Ma-ôn là tổ phụ của Bết-sua.
And Ephah, Caleb's servant-wife, had Haran and Moza and Gazez; and Haran was the father of Gazez.|Ê-pha, là hầu của Ca-lép, anh Ha-ran, Một-sa, và Ga-xe; Ha-ran sanh Ga-xe.
And the sons of Jahdai: Regem and Jotham and Geshan and Pelet and Ephah and Shaaph.|Con trai của Gia-đai là Rê-ghem, Giô-than, Ghê-san, Phê-lết, Ê-pha, và Sa-áp.
Maacah, Caleb's servant-wife, was the mother of Sheber and Tirhanah,|Hầu của Ca-lép, là Ma -a-ca, sanh Sê-be và Ti-ra-na.
And Shaaph, the father of Madmannah, Sheva, the father of Machbena and the father of Gibea; and Caleb's daughter was Achsah. These were the sons of Caleb.|Nàng cũng sanh Sa-áp, là tổ phụ của Mát-ma-na, Sê-va, tổ phụ của Mác-bê-na, và tổ phụ của Ghi-bê -a. Con gái Ca-lép là Ac-sa.
The sons of Hur, the oldest son of Ephrathah; Shobal, the father of Kiriath-jearim,|Đây là những con cháu của Ca-lép: Sô-banh, con trai của Hu-rơ, là con trưởng nam của Ep-ra-ta, và tổ phụ của Ki-ri-át-Giê -a-rim;
Salma, the father of Beth-lehem, Hareph, the father of Beth-gader.|Sanh-ma tổ phụ của Bết-lê-hem; Ha-rép tổ phụ của Bết-ga-đe.
And Shobal, the father of Kiriath-jearim, had sons: Haroeh, half of the Manahathites.|Sô-banh, tổ phụ của Ki-ri-át-Giê -a-rim có con trai; người sanh Ha-rô-ê và nửa phần dân Mê-nu-hốt.
And the families of Kiriath-jearim: the Ithrites and the Puthites and the Shumathites and the Mishraites; from them came the Zorathites and the Eshtaolites.|Các dòng của Ki-ri-át-Giê -a-rim là Dít-rít, Phu-tít, Su-ma-tít, và Mích-ra-ít; cũng bởi những dòng ấy mà có dân Xô-ra-tít và dân Ech-tao-lít.
The sons of Salma: Beth-lehem and the Netophathites, Atroth-beth-Joab and half of the Manahathites, the Zorites.|Con cháu của Sanh-ma là Bết-lê-hem, người Nê-tô-pha-tít, người At-rốt-Bết-Giô-áp, nửa phần dân Ma-na-ha-tít, và người Xô-rít.
And the families of scribes who were living at Jabez: the Tirathites, the Shimeathites, the Sucathites. These are the Kenites, the offspring of Hammath, the father of the family of Rechab.|Lại các họ hàng của những thầy thông giáo ở Gia-bết là họ Ti-ra-tít, họ Si-ma-tít, và họ Su-ca-tít. Ay là dân Kê-nít, sanh ra bởi Ha-mát, tổ tiên của nhà Rê-cáp.

					I Chronicles 3				|
						I Sử Ký 3					
Now these were David's sons, whose birth took place in Hebron: the oldest Amnon, by Ahinoam of Jezreel; the second Daniel, by Abigail the Carmelite woman;|Nầy là những con trai Đa-vít sanh tại Hếp-rôn: con trưởng nam là Am-nôn bởi A-hi-nô-am, người Gít-rê-ên; con thứ nhì là Đa-ni-ên bởi A-bi-ga-in, người Cạt-mên;
The third Absalom, the son of Maacah, the daughter of Talmai, king of Geshur; the fourth Adonijah, the son of Haggith;|thứ ba, Ap-sa-lôm, con trai của Ma -a-ca, con gái của Tanh-mai, vua đất Ghê-su-rơ; thứ tư, A-đô-ni-gia, con trai của Ha-ghít;
The fifth Shephatiah, by Abital; the sixth Ithream, by Eglah his wife.|thứ năm, Sê-pha-ti -a, con trai của A-bi-tanh; thứ sáu, Dít-rê-am, con của Ec-la, vợ Đa-vít.
He had six sons in Hebron; he was ruling there for seven years and six months, and in Jerusalem for thirty-three years.|Sáu con trai nầy sanh tại Hếp-rôn; ở đó Đa-vít trị vì bảy năm sáu tháng; còn tại Giê-ru-sa-lem, Đa-vít trị vì ba mươi ba năm.
And in Jerusalem he had four sons, Shimea and Shobab and Nathan and Solomon, by Bath-shua, the daughter of Ammiel;|Đây là những con trai Đa-vít sanh tại Giê-ru-sa-lem: Si-mê -a, Sô-báp, Na-than, và Sa-lô-môn, cộng được bốn người, đều là con của Bát-sua, con gái của A-mi-ên.
And Ibhar and Elishama and Eliphelet|Lại có Gi-ba, E-li-sa-ma, Ê-li-phê-lết,
And Nogah and Nepheg and Japhia|Nô-ga, Nê-phết, Gia-phia,
And Elishama and Eliada and Eliphelet, nine.|Ê-li-sa-ma, Ê-li-gia-đa, và Ê-li-phê-lết, cộng được chín người.
All these were the sons of David, in addition to the sons of his servant-wives; and Tamar was their sister.|Ay là những con trai của Đa-vít, chẳng kể các con trai của những cung phi; và Ta-ma là chị em của chúng.
And Solomon's son was Rehoboam, Abijah was his son, Asa his son, Jehoshaphat his son,|Con trai Sa-lô-môn là Rô-bô-am, con trai Rô-bô-am là A-bi-gia, con trai A-bi-gia là A-sa, con trai A-sa là Giô-sa-phát,
Joram his son, Ahaziah his son, Joash his son,|con trai Giô-sa-phát là Giô-ram, con trai Giô-ram là A-cha-xia, con trai A-cha-xia là Giô-ách;
Amaziah his son, Azariah his son, Jotham his son,|con trai Giô-ách là A-ma-xia, con trai A-ma-xia là A-xa-ria, con trai A-xa-ria là Giô-tham,
Ahaz his son, Hezekiah his son, Manasseh his son,|con trai Giô-tham là A-cha, con trai A-cha là Ê-xê-chia, con trai Ê-xê-chia là Ma-na-se,
Amon his son, Josiah his son.|con trai Ma-na-se là A-môn, con trai A-môn là Giô-si -a.
And the sons of Josiah: the oldest Johanan, the second Jehoiakim, the third Zedekiah, the fourth Shallum.|Con trai của Giô-si -a: con trưởng nam là Giô-ha-nan; con thứ nhì là Giê-hô-gia-kim, thứ ba là Sê-đe-kia, thứ tư là Sa-lum.
And the sons of Jehoiakim: Jeconiah his son, Zedekiah his son.|Con trai của Giê-hô-gia-kim là Giê-chô-nia và Sê-đê-kia.
And the sons of Jeconiah, who was taken prisoner: Shealtiel his son,|Con trai của Giê-chô-nia, tức người bị lưu đày, là Sa-la-thi-ên,
And Malchiram and Pedaiah and Shenazzar, Jekamiah, Hoshama and Nedabiah.|Manh-ki-ram, Phê-đa-gia, Sê-na-xa, Giê-ca-mia, Hô-sa-ma, và Nê-đa-bia.
And the sons of Pedaiah: Zerubbabel and Shimei; and the sons of Zerubbabel: Meshullam and Hananiah; and Shelomith was their sister;|Con trai của Phê-đa-gia là Xô-rô-ba-bên và Si-mê -i. Con trai của Xô-rô-ba-bên là Mê-su-lam và Ha-na-nia; còn Sê-lô-mít là chị em của chúng.
And Hashubah and Ohel and Berechiah and Hasadiah, Jushab-hesed, five.|Lại có Ha-su-ba, Ô-hên, Bê-rê-kia, Ha-sa-đia, Du-sáp-Hê-rết, cộng là năm người.
And the sons of Hananiah: Pelatiah and Jeshaiah; the sons of Rephaiah, the sons of Arnan, the sons of Obadiah, the sons of Shecaniah.|Con trai của Ha-na-nia là Phê-la-tia và Ê-sai; lại có con cháu Ô-ba-đia, và con cháu Sê-ca-nia.
And the sons of Shecaniah: Shemaiah; and the sons of Shemaiah: Hattush and Igal and Bariah and Neariah and Shaphat, six.|Con trai của Sê-ca-nia là Sê-ma-gia. Những con trai của Sê-ma-gia là Hát-túc, Di-ganh, Ba-ria, Nê -a-ria, và Sa-phát, cộng được sáu người.
And the sons of Neariah: Elioenai and Hizkiah and Azrikam, three.|Con của Nê -a-ria là Ê-li-ô-ê-nai, Ê-xê-chia, và A-ri-kham, cộng được ba người.
And the sons of Elioenai: Hodaviah and Eliashib and Pelaiah and Akkub and Johanan and Delaiah and Anani, seven.|Con trai của Ê-li-ô-ê-nai là Hô-đa-via, Ê-li -a-síp, Phê-la-gia, A-cúp, Giô-ha-nan, Đê-la-gia, và A-na-ni, cộng được bảy người.

					I Chronicles 4				|
						I Sử Ký 4					
The sons of Judah: Perez, Hezron and Carmi and Hur and Shobal.|Con trai của Giu-đa là Phê-rết, Hết-rôn, Cạt-mi, Hu-rơ và Sô-banh.
And Reaiah, the son of Shobal, was the father of Jahath; and Jahath was the father of Ahumai and Lahad. These are the families of the Zorathites.|Rê -a-gia, con trai Sô-banh sanh Gia-hát; Gia-hát sanh A-hu-mai và La-hát. Ay là các họ hàng của dân Xô-ra-tít.
And these were the sons of Hur, the father of Etam: Jezreel and Ishma and Idbash, and the name of their sister was Hazzelelponi;|Đây là con cháu của A-bi-Ê-tam: Gít-rê-ên, Dít-ma và Di-ba; em gái họ là Ha-sê-lê-bô-ni.
And Penuel, the father of Gedor, and Ezer, the father of Hushah. These are the sons of Hur, the oldest son of Ephrathah, the father of Beth-lehem.|Lại có Phê-nu-ên, là tổ phụ của Ghê-đô, và Ê-xe, tổ phụ của Hu-sa. Ay là con cháu của Hu-rơ, con trưởng nam của Ep-ra-ta, tổ phụ của Bết-lê-hem.
And Ashhur, the father of Tekoa, had two wives, Helah and Naarah.|A-su-rơ, tổ phụ của Thê-cô -a, lấy hai vợ là Hê-lê -a và Na -a-ra.
And Naarah had Ahuzzam by him, and Hepher and Temeni and Haahashtari. These were the sons of Naarah.|Na -a-ra sanh A-hu-xam, Hê-phe, Thê-mê-ni, và A-hách-tha-ri.
And the sons of Helah were Zereth, Izhar and Ethnan.|Ay là các con trai của Na -a-ra. Con trai của Hê-lê -a là Xê-rết, Xô-ha, và Et-nan.
And Koz was the father of Anub and Zobebah, and the families of Aharhel the son of Harum.|Ha-cốt sanh A-núp, Hát-xô-bê-ba, và dòng A-ha-hên, con Ha-rum.
And Jabez was honoured more than his brothers; but his mother had given him the name Jabez, saying, Because I gave birth to him with sorrow.|Gia-bê được tôn trọng hơn anh em mình; mẹ người đặt tên là Gia-bê, vì nói rằng: Ta sanh nó trong sự đau đớn.
And Jabez made a prayer to the God of Israel, saying, If only you would truly give me a blessing, and make wider the limits of my land, and let your hand be with me, and keep me from evil, so that I may not be troubled by it! And God gave him his desire.|Gia-bê khấn nguyện với Đức Chúa Trời của Y-sơ-ra-ên rằng: Chớ chi Chúa ban phước cho tôi, mở bờ cõi tôi rộng lớn; nguyện tay Chúa phù giúp tôi, giữ tôi được khỏi sự dữ, hầu cho tôi chẳng buồn rầu! Đức Chúa Trời bèn ban cho y như sự người cầu nguyện.
And Chelub, the brother of Shuhah, was the father of Mehir, who was the father of Eshton.|Kê-lúp, anh em của Su-ha, sanh Mê-hia, tổ phụ của Ê-tôn.
And Eshton was the father of Bethrapha and Paseah and Tehinnah, the father of Ir-nahash. These are the men of Recah.|Ê-tôn sanh nhà Ra-pha, Pha-sê -a, và Tê-hi-na, tổ tiên của dân thành Na-hách. Ay là những người Rê-ca.
And the sons of Kenaz: Othniel and Seraiah; and the sons of Othniel: Hathath.|Con trai của Kê-na là Ot-ni-ên và Sê-ra-gia. Con trai của Ot-ni-ên là Ha-thát.
