
					Ma-thi-ơ 1				|
Như vậy, từ Ap-ra-ham cho đến Đa-vít, hết thảy cho mười bốn đời; từ Đa-vít cho đến khi bị đày qua nước Ba-by-lôn, cũng có mười bốn đời; và từ khi bị đày qua nước Ba-by-lôn cho đến Đấng Christ, lại cũng có mười bốn đời.|這 樣 、 從 亞 伯 拉 罕 到 大 衛 、 共 有 十 四 代 ． 從 大 衛 到 遷 至 巴 比 倫 的 時 候 、 也 有 十 四 代 ． 從 遷 至 巴 比 倫 的 時 候 到 基 督 、 又 有 十 四 代 。
Vả, sự giáng sinh của Đức Chúa Jêsus Christ đã xảy ra như vầy: Khi Ma-ri, mẹ Ngài, đã hứa gả cho Giô-sép, song chưa ăn ở cùng nhau, thì người đã chịu thai bởi Đức Thánh Linh.|耶 穌 基 督 降 生 的 事 、 記 在 下 面 ． 他 母 親 馬 利 亞 已 經 許 配 了 約 瑟 、 還 沒 有 迎 娶 、 馬 利 亞 就 從 聖 靈 懷 了 孕 。
Giô-sép chồng người, là người có nghĩa, chẳng muốn cho người mang xấu, bèn toan đem để nhẹm.|他 丈 夫 約 瑟 是 個 義 人 、 不 願 意 明 明 的 羞 辱 他 、 想 要 暗 暗 的 把 他 休 了 。
Song đang ngẫm nghĩ về việc ấy, thì thiên sứ của Chúa hiện đến cùng Giô-sép trong giấc chiêm bao, mà phán rằng: Hỡi Giô-sép, con cháu Đa-vít, ngươi chớ ngại lấy Ma-ri làm vợ, vì con mà người chịu thai đó là bởi Đức Thánh Linh.|正 思 念 這 事 的 時 候 、 有 主 的 使 者 向 他 夢 中 顯 現 、 說 、 大 衛 的 子 孫 約 瑟 、 不 要 怕 、 只 管 娶 過 你 的 妻 子 馬 利 亞 來 ． 因 他 所 懷 的 孕 、 是 從 聖 靈 來 的 。
Người sẽ sanh một trai, ngươi khá đặt tên là Jêsus, vì chính con trai ấy sẽ cứu dân mình ra khỏi tội.|他 將 要 生 一 個 兒 子 ． 你 要 給 他 起 名 叫 耶 穌 ． 因 他 要 將 自 己 的 百 姓 從 罪 惡 裡 救 出 來 。
Mọi việc đã xảy ra như vậy, để cho ứng nghiệm lời Chúa đã dùng đấng tiên tri mà phán rằng:|這 一 切 的 事 成 就 、 是 要 應 驗 主 藉 先 知 所 說 的 話 、
Nầy, một gái đồng trinh sẽ chịu thai, và sanh một con trai, Rồi người ta sẽ đặt tên con trai đó là Em-ma-nu-ên; nghĩa là: Đức Chúa Trời ở cùng chúng ta.|說 、 『 必 有 童 女 、 懷 孕 生 子 、 人 要 稱 他 的 名 為 以 馬 內 利 。 』 （ 以 馬 內 利 繙 出 來 、 就 是 　 神 與 我 們 同 在 。 ）
Khi Giô-sép thức dậy rồi, thì làm y như lời thiên sứ của Chúa đã dặn, mà đem vợ về với mình;|約 瑟 醒 了 、 起 來 、 就 遵 著 主 使 者 的 吩 咐 、 把 妻 子 娶 過 來 ．
song không hề ăn ở với cho đến khi người sanh một trai, thì đặt tên là Jêsus.|只 是 沒 有 和 他 同 房 、 等 他 生 了 兒 子 、 〔 有 古 卷 作 等 他 生 了 頭 胎 的 兒 子 〕 就 給 他 起 名 叫 耶 穌 。

					Ma-thi-ơ 2				|
						馬太福音 2					
Khi Đức Chúa Jêsus đã sanh tại thành Bết-lê-hem, xứ Giu-đê, đang đời vua Hê-rốt, có mấy thầy bác sĩ ở đông phương đến thành Giê-ru-sa-lem,|當 希 律 王 的 時 候 、 耶 穌 生 在 猶 太 的 伯 利 恆 ． 有 幾 個 博 士 從 東 方 來 到 耶 路 撒 冷 、 說 、
mà hỏi rằng: Vua dân Giu-đa mới sanh tại đâu? Vì chúng ta đã thấy ngôi sao Ngài bên đông phương, nên đến đặng thờ lạy Ngài.|那 生 下 來 作 猶 太 人 之 王 的 在 那 裡 。 我 們 在 東 方 看 見 他 的 星 、 特 來 拜 他 。
Nghe tin ấy, vua Hê-rốt cùng cả thành Giê-ru-sa-lem đều bối rối.|希 律 王 聽 見 了 、 就 心 裡 不 安 ． 耶 路 撒 冷 合 城 的 人 、 也 都 不 安 。
Vua bèn nhóm các thầy tế lễ cả và các thầy thông giáo trong dân lại mà tra hỏi rằng Đấng Christ phải sanh tại đâu.|他 就 召 齊 了 祭 司 長 和 民 間 的 文 士 、 問 他 們 說 、 基 督 當 生 在 何 處 。
Tâu rằng: Tại Bết-lê-hem, xứ Giu-đê; vì có lời của đấng tiên tri chép như vầy:|他 們 回 答 說 、 在 猶 太 的 伯 利 恆 ． 因 為 有 先 知 記 著 說 、
Hỡi Bết-lê-hem, đất Giu-đa! Thật ngươi chẳng kém gì các thành lớn của xứ Giu-đa đâu, Vì từ ngươi sẽ ra một tướng, Là Đấng chăn dân Y-sơ-ra-ên, tức dân ta.|『 猶 大 地 的 伯 利 恆 阿 、 你 在 猶 大 諸 城 中 、 並 不 是 最 小 的 ． 因 為 將 來 有 一 位 君 王 、 要 從 你 那 裡 出 來 、 牧 養 我 以 色 列 民 。 』
Vua Hê-rốt bèn vời mấy thầy bác sĩ cách kín nhiệm, mà hỏi kỹ càng và ngôi sao đã hiện ra khi nào.|當 下 希 律 暗 暗 的 召 了 博 士 來 、 細 問 那 星 是 甚 麼 時 候 出 現 的 。
Rồi vua sai mấy thầy đó đến thành Bết-lê-hem, và dặn rằng: Các ngươi hãy đi, hỏi thăm cho chắc về tích con trẻ đó; khi tìm được rồi, hãy cho ta biết, đặng ta cũng đến mà thờ lạy Ngài.|就 差 他 們 往 伯 利 恆 去 、 說 、 你 們 去 仔 細 尋 訪 那 小 孩 子 ． 尋 到 了 、 就 來 報 信 、 我 也 好 去 拜 他 。
Mấy thầy nghe vua phán xong, liền đi. Kìa, ngôi sao mà họ đã thấy bên đông phương, đi trước mặt cho đến chừng ngay trên chỗ con trẻ ở mới dừng lại.|他 們 聽 見 王 的 話 、 就 去 了 ． 在 東 方 所 看 見 的 那 星 、 忽 然 在 他 們 前 頭 行 、 直 行 到 小 孩 子 的 地 方 、 就 在 上 頭 停 住 了 。
Mấy thầy thấy ngôi sao, mừng rỡ quá bội.|他 們 看 見 那 星 、 就 大 大 的 歡 喜 。
Khi vào đến nhà, thấy con trẻ cùng Ma-ri, mẹ Ngài, thì sấp mình xuống mà thờ lạy Ngài; rồi bày của quí ra, dâng cho Ngài những lễ vật, là vàng, nhũ hương, và một dược.|進 了 房 子 、 看 見 小 孩 子 和 他 母 親 馬 利 亞 、 就 俯 伏 拜 那 小 孩 子 、 揭 開 寶 盒 、 拿 黃 金 乳 香 沒 藥 為 禮 物 獻 給 他 。
Kế đó, trong giấc chiêm bao, mấy thầy được Đức Chúa Trời mách bảo đừng trở lại nơi vua Hê-rốt; nên họ đi đường khác mà về xứ mình.|博 士 因 為 在 夢 中 被 主 指 示 、 不 要 回 去 見 希 律 、 就 從 別 的 路 回 本 地 去 了 。
Sau khi mấy thầy đó đi rồi, có một thiên sứ của Chúa hiện đến cùng Giô-sép trong chiêm bao, mà truyền rằng: Hãy chờ dậy, đem con trẻ và mẹ Ngài trốn qua nước Ê-díp-tô, rồi cứ ở đó cho tới chừng nào ta bảo ngươi; vì vua Hê-rốt sẽ kiếm con trẻ ấy mà giết.|他 們 去 後 、 有 主 的 使 者 向 約 瑟 夢 中 顯 現 、 說 、 起 來 、 帶 著 小 孩 子 同 他 母 親 、 逃 往 埃 及 、 住 在 那 裡 、 等 我 吩 咐 你 ． 因 為 希 律 必 尋 找 小 孩 子 要 除 滅 他 。
Giô-sép bèn chờ dậy, đem con trẻ và mẹ Ngài đang ban đêm lánh qua nước Ê-díp-tô.|約 瑟 就 起 來 、 夜 間 帶 著 小 孩 子 和 他 母 親 往 埃 及 去 ．
Người ở đó cho tới khi vua Hê-rốt băng, hầu cho ứng nghiệm lời Chúa đã dùng đấng tiên tri mà phán rằng: Ta đã gọi Con ta ra khỏi nước Ê-díp-tô.|住 在 那 裡 、 直 到 希 律 死 了 ． 這 是 要 應 驗 主 藉 先 知 所 說 的 話 、 說 、 『 我 從 埃 及 召 出 我 的 兒 子 來 。 』
Vua Hê-rốt thấy mình đã bị mấy thầy bác sĩ đánh lừa, thì tức giận quá, bèn sai giết hết thảy con trai từ hai tuổi sấp xuống ở thành Bết-lê-hem và cả hạt, theo đúng ngày tháng mà mấy thầy bác sĩ đã cho vua biết.|希 律 見 自 己 被 博 士 愚 弄 、 就 大 大 發 怒 、 差 人 將 伯 利 恆 城 裡 、 並 四 境 所 有 的 男 孩 、 照 著 他 向 博 士 仔 細 查 問 的 時 候 、 凡 兩 歲 以 裡 的 、 都 殺 盡 了 。
Vậy là ứng nghiệm lời đấng tiên tri Giê-rê-mi đã nói rằng:|這 就 應 了 先 知 耶 利 米 的 話 、 說 、
Người ta có nghe tiếng kêu la, phàn nàn, than khóc trong thành Ra-ma: Ay là Ra-chen khóc các con mình, mà không chịu yên ủi, vì chúng nó không còn nữa.|『 在 拉 瑪 聽 見 號 咷 大 哭 的 聲 音 、 是 拉 結 哭 他 兒 女 、 不 肯 受 安 慰 、 因 為 他 們 都 不 在 了 。 』
Nhưng sau khi vua Hê-rốt băng, có một thiên sứ của Chúa hiện đến cùng Giô-sép trong chiêm bao, tại nước Ê-díp-tô, mà truyền rằng:|希 律 死 了 以 後 、 有 主 的 使 者 、 在 埃 及 向 約 瑟 夢 中 顯 現 、 說 、
Hãy chờ dậy, đem con trẻ và mẹ Ngài trở về xứ Y-sơ-ra-ên, vì những kẻ muốn giết con trẻ đã chết rồi.|起 來 、 帶 著 小 孩 子 和 他 母 親 往 以 色 列 地 去 ． 因 為 要 害 小 孩 子 性 命 的 人 已 經 死 了 。
Giô-sép bèn chờ dậy, đem con trẻ và mẹ Ngài trở về xứ Y-sơ-ra-ên.|約 瑟 就 起 來 、 把 小 孩 子 和 他 母 親 帶 到 以 色 列 地 去 。
Song khi nghe vua A-chê-la -u nối ngôi vua cha là Hê-rốt mà trị vì tại xứ Giu-đê, thì Giô-sép sợ, không dám về; và bởi đã được Đức Chúa Trời mách bảo trong chiêm bao, nên người vào xứ Ga-li-lê,|只 因 聽 見 亞 基 老 接 著 他 父 親 希 律 作 了 猶 太 王 、 就 怕 往 那 裡 去 ． 又 在 夢 中 被 主 指 示 、 便 往 加 利 利 境 內 去 了 。
ở trong một thành kia tên là Na-xa-rét. Vậy là ứng nghiệm lời mấy đấng tiên tri đã nói rằng: Người ta sẽ gọi Ngài là người Na-xa-rét.|到 了 一 座 城 、 名 叫 拿 撒 勒 、 就 住 在 那 裡 ． 這 是 要 應 驗 先 知 所 說 、 他 將 稱 為 拿 撒 勒 人 的 話 了 。

					Ma-thi-ơ 3				|
						馬太福音 3					
Lúc ấy, Giăng Báp-tít đến giảng đạo trong đồng vắng xứ Giu-đê,|那 時 、 有 施 洗 的 約 翰 出 來 、 在 猶 太 的 曠 野 傳 道 、 說 、
rằng: Các ngươi phải ăn năn, vì nước thiên đàng đã đến gần!|天 國 近 了 、 你 們 應 當 悔 改 。
Ay là về Giăng Báp-tít mà đấng tiên tri Ê-sai đã báo trước rằng: Có tiếng kêu trong đồng vắng: Hãy dọn đường Chúa, Ban bằng các nẻo Ngài.|這 人 就 是 先 知 以 賽 亞 所 說 的 、 他 說 、 『 在 曠 野 有 人 聲 喊 著 說 、 豫 備 主 的 道 、 修 直 他 的 路 。 』
Vả Giăng mặc áo bằng lông lạc đà, buộc dây lưng bằng da; ăn, thì ăn những châu chấu và mật ong rừng.|這 約 翰 身 穿 駱 駝 毛 的 衣 服 、 腰 束 皮 帶 、 喫 的 是 蝗 蟲 野 蜜 。
Bấy giờ, dân thành Giê-ru-sa-lem, cả xứ Giu-đê, và cả miền chung quanh sông Giô-đanh đều đến cùng người;|那 時 、 耶 路 撒 冷 和 猶 太 全 地 、 並 約 但 河 一 帶 地 方 的 人 、 都 出 去 到 約 翰 那 裡 。
và khi họ đã xưng tội mình rồi, thì chịu người làm phép báp tem dưới sông Giô-đanh.|承 認 他 們 的 罪 、 在 約 但 河 裡 受 他 的 洗 。
Bởi Giăng thấy nhiều người dòng Pha-ri-si và Sa-đu-sê đến chịu phép báp-tem mình, thì bảo họ rằng: Hỡi dòng dõi rắn lục kia, ai đã dạy các ngươi tránh khỏi cơn giận ngày sau?|約 翰 看 見 許 多 法 利 賽 人 和 撒 都 該 人 、 也 來 受 洗 、 就 對 他 們 說 、 毒 蛇 的 種 類 、 誰 指 示 你 們 逃 避 將 來 的 忿 怒 呢 。
Vậy, các ngươi hãy kết quả xứng đáng với sự ăn năn,|你 們 要 結 出 果 子 來 、 與 悔 改 的 心 相 稱 ．
và đừng tự khoe rằng: Ap-ra-ham là tổ chúng ta; và ta nói cho các ngươi rằng Đức Chúa Trời có thể khiến đá nầy sanh ra con cái cho Ap-ra-ham được.|不 要 自 己 心 裡 說 、 有 亞 伯 拉 罕 為 我 們 的 袓 宗 ． 我 告 訴 你 們 、 　 神 能 從 這 些 石 頭 中 給 亞 伯 拉 罕 興 起 子 孫 來 。
Bây giờ cái búa đã để kề rễ cây; vậy hễ cây nào không sanh trái tốt, thì sẽ phải đốn và chụm.|現 在 斧 子 已 經 放 在 樹 根 上 、 凡 不 結 好 果 子 的 樹 、 就 砍 下 來 、 丟 在 火 裡 。
Về phần ta, ta lấy nước mà làm phép báp-tem cho các ngươi ăn năn; song Đấng đến sau ta có quyền phép hơn ta, ta không đáng xách giày Ngài. Ay là Đấng sẽ làm phép báp-tem cho các ngươi bằng Đức Thánh Linh và bằng lửa.|我 是 用 水 給 你 們 施 洗 、 叫 你 們 悔 改 ． 但 那 在 我 以 後 來 的 、 能 力 比 我 更 大 、 我 就 是 給 他 提 鞋 、 也 不 配 ． 他 要 用 聖 靈 與 火 給 你 們 施 洗 。
Tay Ngài cầm nia mà dê thật sạch sân lúa mình và Ngài sẽ chứa lúa vào kho, còn rơm rạ thì đốt trong lửa chẳng hề tắt.|他 手 裡 拿 著 簸 箕 、 要 揚 淨 他 的 場 、 把 麥 子 收 在 倉 裡 、 把 糠 用 不 滅 的 火 燒 盡 了 。
Khi ấy, Đức Chúa Jêsus từ xứ Ga-li-lê đến cùng Giăng tại sông Giô-đanh, đặng chịu người làm phép báp-tem.|當 下 、 耶 穌 從 加 利 利 來 到 約 但 河 、 見 了 約 翰 、 要 受 他 的 洗 。
Song Giăng từ chối mà rằng: Chính tôi cần phải chịu Ngài làm phép báp-tem, mà Ngài lại trở đến cùng tôi sao! Đức Chúa Jêsus đáp rằng:|約 翰 想 要 攔 住 他 、 說 、 我 當 受 你 的 洗 、 你 反 倒 上 我 這 裡 來 麼 。
Bây giờ cứ làm đi, vì chúng ta nên làm cho trọn mọi việc công bình như vậy. Giăng bèn vâng lời Ngài.|耶 穌 回 答 說 、 你 暫 且 許 我 ． 因 為 我 們 理 當 這 樣 盡 諸 般 的 義 ． 〔 或 作 禮 〕 於 是 約 翰 許 了 他 。
Vừa khi chịu phép báp-tem rồi, Đức Chúa Jêsus ra khỏi nước; bỗng chúc các từng trời mở ra, Ngài thấy Thánh Linh của Đức Chúa Trời ngự xuống như chim bò câu, đậu trên Ngài.|耶 穌 受 了 洗 、 隨 即 從 水 裡 上 來 ． 天 忽 然 為 他 開 了 、 他 就 看 見 　 神 的 靈 、 彷 彿 鴿 子 降 下 、 落 在 他 身 上 。
Tức thì có tiếng từ trên trời phán rằng: Nầy là Con yêu dấu của ta, đẹp lòng ta mọi đàng.|從 天 上 有 聲 音 說 、 這 是 我 的 愛 子 、 我 所 喜 悅 的 。

					Ma-thi-ơ 4				|
						馬太福音 4					
Bấy giờ, Đức Thánh Linh đưa Đức Chúa Jêsus đến nơi đồng vắng, đặng chịu ma quỉ cám dỗ.|當 時 、 耶 穌 被 聖 靈 引 到 曠 野 、 受 魔 鬼 的 試 探 。
Ngài đã kiêng ăn bốn mươi ngày bốn mươi đêm rồi, sau thì đói.|他 禁 食 四 十 晝 夜 、 後 來 就 餓 了 。
Quỉ cám dỗ đến gần Ngài, mà nói rằng: Nếu ngươi phải là Con Đức Chúa Trời, thì hãy khiến đá nầy trở nên bánh đi.|那 試 探 人 的 進 前 來 、 對 他 說 、 你 若 是 　 神 的 兒 子 、 可 以 吩 咐 這 些 石 頭 變 成 食 物 。
Đức Chúa Jêsus đáp: Có lời chép rằng: Người ta sống chẳng phải chỉ nhờ bánh mà thôi, song nhờ mọi lời nói ra từ miệng Đức Chúa Trời.|耶 穌 卻 回 答 說 、 經 上 記 著 說 、 『 人 活 著 、 不 是 單 靠 食 物 、 乃 是 靠 　 神 口 裡 所 出 的 一 切 話 。 』
Ma quỉ bèn đem Ngài vào nơi thành thánh, đặt Ngài trên nóc đền thờ,|魔 鬼 就 帶 他 進 了 聖 城 、 叫 他 站 在 殿 頂 上 、 〔 頂 原 文 作 翅 〕
và nói rằng: Nếu ngươi phải là Con Đức Chúa Trời, thì hãy gieo mình xuống đi; vì có lời chép rằng: Chúa sẽ truyền các thiên sứ gìn giữ ngươi, Thì các Đấng ấy sẽ nâng ngươi trong tay, Kẻo chơn ngươi vấp nhằm đá chăng.|對 他 說 、 你 若 是 　 神 的 兒 子 、 可 以 跳 下 去 ． 因 為 經 上 記 著 說 、 『 主 要 為 你 吩 咐 他 的 使 者 、 用 手 托 著 你 、 免 得 你 的 腳 碰 在 石 頭 上 。 』
Đức Chúa Jêsus phán: Cũng có lời chép rằng: Ngươi đừng thử Chúa là Đức Chúa Trời ngươi.|耶 穌 對 他 說 、 經 上 又 記 著 說 、 『 不 可 試 探 主 你 的 　 神 。 』
Ma quỉ lại đem Ngài lên trên núi rất cao, chỉ cho Ngài các nước thế gian, cùng sự vinh hiển các nước ấy;|魔 鬼 又 帶 他 上 了 一 座 最 高 的 山 、 將 世 上 的 萬 國 、 與 萬 國 的 榮 華 、 都 指 給 他 看 、
mà nói rằng: Ví bằng ngươi sấp mình trước mặt ta mà thờ lạy, thì ta sẽ cho ngươi hết thảy mọi sự nầy.|對 他 說 、 你 若 俯 伏 拜 我 、 我 就 把 這 一 切 賜 給 你 。
Đức Chúa Jêsus bèn phán cùng nó rằng: Hỡi quỉ Sa-tan, ngươi hãy lui ra! Vì có lời chép rằng: Ngươi phải thờ phượng Chúa là Đức Chúa Trời ngươi, và chỉ hầu việc một mình Ngài mà thôi.|耶 穌 說 、 撒 但 退 去 罷 。 〔 撒 但 就 是 抵 擋 的 意 思 乃 魔 鬼 的 別 名 〕 因 為 經 上 記 著 說 、 『 當 拜 主 你 的 　 神 、 單 要 事 奉 他 。 』
Ma quỉ bèn bỏ đi; liền có thiên sứ đến gần mà hầu việc Ngài.|於 是 魔 鬼 離 了 耶 穌 、 有 天 使 來 伺 候 他 。
Vả, khi Đức Chúa Jêsus nghe Giăng bị tù rồi, thì Ngài lánh qua xứ Ga-li-lê.|耶 穌 聽 見 約 翰 下 了 監 、 就 退 到 加 利 利 去 ．
Ngài bỏ thành Na-xa-rét mà đến ở thành Ca-bê-na-um, gần mé biển, giáp địa phận xứ Sa-bu-lôn cùng xứ Nép-ta-li,|後 又 離 開 拿 撒 勒 、 往 迦 百 農 去 、 就 住 在 那 裡 ． 那 地 去 方 靠 海 、 在 西 布 倫 和 拿 弗 他 利 的 邊 界 上 。
để cho ứng nghiệm lời đấng tiên tri Ê-sai đã nói rằng:|這 是 要 應 驗 先 知 以 賽 亞 的 話 、
Đất Sa-bu-lôn và Nép-ta-li, Ở về trên con đường đi đến biển, bên kia sông Giô-đanh, Tức là xứ Ga-li-lê thuộc về dân ngoại,|說 、 『 西 布 倫 地 、 拿 弗 他 利 地 、 就 是 沿 海 的 路 、 約 但 河 外 、 外 邦 人 的 加 利 利 地 。
Dân ấy ngồi chỗ tối tăm, đã thấy ánh sáng lớn; Và trên những kẻ ngồi trong miền và dưới bóng sự chết, Thì ánh sáng đã mọc lên.|那 坐 在 黑 暗 裡 的 百 姓 、 看 見 了 大 光 、 坐 在 死 蔭 之 地 的 人 、 有 光 發 現 照 著 他 們 。 』
Từ lúc đó, Đức Chúa Jêsus khởi giảng dạy rằng: Các ngươi hãy ăn năn, vì nước thiên đàng đã đến gần.|從 那 時 候 耶 穌 就 傳 起 道 來 、 說 、 天 國 近 了 、 你 們 應 當 悔 改 。
Khi Ngài đang đi dọc theo mé biển Ga-li-lê, thấy hai anh em kia, là Si-môn, cũng gọi là Phi -e-rơ, với em là Anh-rê, đương thả lưới dưới biển, vì hai anh em vốn là người đánh cá.|耶 穌 在 加 利 利 海 邊 行 走 、 看 見 弟 兄 二 人 、 就 是 那 稱 呼 彼 得 的 西 門 、 和 他 兄 弟 安 得 烈 、 在 海 裡 撒 網 ． 他 們 本 是 打 魚 的 。
Ngài phán cùng hai người rằng: Các ngươi hãy theo ta, ta sẽ cho các ngươi nên tay đánh lưới người.|耶 穌 對 他 們 說 、 來 跟 從 我 、 我 要 叫 你 們 得 人 如 得 魚 一 樣 。
Hai anh em liền bỏ lưới mà theo Ngài.|他 們 就 立 刻 捨 了 網 、 跟 從 了 他 。
Từ đó đi một đỗi xa xa nữa, Ngài thấy hai anh em khác, là Gia-cơ, con của Xê-bê-đê, với em là Giăng, đang cùng cha mình là Xê-bê-đê vá lưới trong thuyền; Ngài bèn gọi hai người.|從 那 裡 往 前 走 、 又 看 見 弟 兄 二 人 、 就 是 西 庇 太 的 兒 子 雅 各 、 和 他 兄 弟 約 翰 、 同 他 們 的 父 親 西 庇 太 在 船 上 補 網 ． 耶 穌 就 招 呼 他 們 。
Tức thì hai người đó bỏ thuyền và cha mình mà theo Ngài.|他 們 立 刻 捨 了 船 、 別 了 父 親 、 跟 從 了 耶 穌 。
Đức Chúa Jêsus đi khắp xứ Ga-li-lê, dạy dỗ trong các nhà hội, giảng Tin Lành của nước Đức Chúa Trời và chữa lành mọi thứ tật bịnh trong dân.|耶 穌 走 遍 加 利 利 、 在 各 會 堂 裡 教 訓 人 、 傳 天 國 的 福 音 、 醫 治 百 姓 各 樣 的 病 症 。
Vậy, danh tiếng Ngài đồn ra khắp cả xứ Sy-ri, người ta bèn đem cho Ngài mọi người đau ốm, hay là mắc bịnh nọ tật kia, những kẻ bị quỉ ám, điên cuồng, bại xuội, thì Ngài chữa cho họ được lành cả.|他 的 名 聲 就 傳 遍 了 敘 利 亞 ． 那 裡 的 人 把 一 切 害 病 的 、 就 是 害 各 樣 疾 病 、 各 樣 疼 痛 的 、 和 被 鬼 附 的 、 癲 癇 的 、 癱 瘓 的 、 都 帶 了 來 、 耶 穌 就 治 好 了 他 們 。
Vả lại, từ xứ Ga-li-lê, xứ Đê-ca-bô-lơ, thành Giê-ru-sa-lem, xứ Giu-đê, cho đến xứ bên kia sông Giô-đanh, thiên hạ kéo nhau rất đông mà theo Ngài.|當 下 、 有 許 多 人 從 加 利 利 、 低 加 波 利 、 耶 路 撒 冷 、 猶 太 、 約 但 河 外 、 來 跟 著 他 。

					Ma-thi-ơ 5				|
						馬太福音 5					
Đức Chúa Jêsus xem thấy đoàn dân đông, bèn lên núi kia; khi Ngài đã ngồi, thì các môn đồ đến gần.|耶 穌 看 見 這 許 多 的 人 、 就 上 了 山 、 既 已 坐 下 、 門 徒 到 他 跟 前 來 。
Ngài bèn mở miệng mà truyền dạy rằng:|他 就 開 口 教 訓 他 們 說 、
Phước cho những kẻ có lòng khó khăn, vì nước thiên đàng là của những kẻ ấy!|虛 心 的 人 有 福 了 ． 因 為 天 國 是 他 們 的 。
Phước cho những kẻ than khóc, vì sẽ được yên ủi!|哀 慟 的 人 有 福 了 ． 因 為 他 們 必 得 安 慰 。
Phước cho những kẻ nhu mì, vì sẽ hưởng được đất!|溫 柔 的 人 有 福 了 ． 因 為 他 們 必 承 受 地 土 。
Phước cho những kẻ đói khát sự công bình, vì sẽ được no đủ!|飢 渴 慕 義 的 人 有 福 了 ． 因 為 他 們 必 得 飽 足 。
